Accession,Platform,SeqClass,Species,Cells,PMID,Date,Title
GSE154386,10X Genomics,shortread,Human,188525,33513191,1/30/21,Temporally Integrated Single Cell Rna Sequencing Analysis Of Pbmc From Experimental And Natural Primary Human Denv-1 Infections.
GSE154579,10X Genomics,shortread,Mouse,87147,33116143,10/30/20,Murine Interfollicular Epidermal Differentiation Is Gradualistic With Grhl3 Controlling Progression From Stem To Transition Cell States.
GSE154679,10X Genomics,shortread,Mouse,33571,33047672,10/14/20,Dynamics Of Nevus Development Implicate Cell Cooperation In The Growth Arrest Of Transformed Melanocytes.
GSE154692,10X Genomics,shortread,Mouse,2747,32883094,9/5/20,Anti-Inflammatory Actions Of Soluble Ninjurin-1 Ameliorate Atherosclerosis.
GSE154763,10X Genomics,shortread,Human,65177,33545035,2/6/21,A Pan-Cancer Single-Cell Transcriptional Atlas Of Tumor Infiltrating Myeloid Cells.
GSE154773,Unknown,shortread,Human,59,32853177,8/28/20,Contribution Of Plasma Cells And B Cells To Hidradenitis Suppurativa Pathogenesis.
GSE155081,Nextera XT,shortread,Mouse,68557,33718838,3/16/21,Single-Cell Rna-Seq Analysis Reveals Compartment-Specific Heterogeneity And Plasticity Of Microglia.
GSE155960,10X Genomics,shortread,Human,79982,33907320,4/27/21,Single-cell sequencing of human white adipose tissue identifies new cell states in health and obesity
GSE155988,10X Genomics,shortread,Zebrafish,5967,32680935,7/19/20,Prdm8 Regulates Pmn Progenitor Specification For Motor Neuron And Oligodendrocyte Fates By Modulating The Shh Signaling Response.
GSE156057,10X Genomics,shortread,Mouse,118551,32888418,9/6/20,Osteopontin Expression Identifies A Subset Of Recruited Macrophages Distinct From Kupffer Cells In The Fatty Liver.
GSE156234,10X Genomics,shortread,Mouse,7288,32868786,9/2/20,Single-Cell Rna Sequencing Uncovers Heterogenous Transcriptional Signatures In Macrophages During Efferocytosis.
GSE156644,10X Genomics,shortread,Mouse;Human,1491,33301706,12/11/20,Heterogeneous Bone-Marrow Stromal Progenitors Drive Myelofibrosis Via A Druggable Alarmin Axis.
GSE156793,sci-RNA-seq3,shortread,Mouse;Human,3760079,33184181,11/14/20,A Human Cell Atlas Of Fetal Gene Expression.
GSE157204,Nextera XT,shortread,Mouse;Human;Rat,582,33404500,1/7/21,Subcellular Sequencing Of Single Neurons Reveals The Dendritic Transcriptome Of Gabaergic Interneurons.
GSE157220,10X Genomics,shortread,Human,50496,33128048,11/1/20,Pan-Cancer Single-Cell Rna-Seq Identifies Recurring Programs Of Cellular Heterogeneity.
GSE157278,10X Genomics,shortread,Human,54538,33603736,2/20/21,Single-Cell Rna Sequencing Reveals The Expansion Of Cytotoxic Cd4
GSE157292,10X Genomics,shortread,Mouse,58141,32970632,9/25/20,Single Cell Transcriptomics Of Mouse Kidney Transplants Reveals A Myeloid Cell Pathway For Transplant Rejection.
GSE157421,Smart-Seq,longread,Mouse;Human,398,33754041,3/24/21,Deciphering The Autophagy Regulatory Network Via Single-Cell Transcriptome Analysis Reveals A Requirement For Autophagy Homeostasis In Spermatogenesis.
GSE157743,Smart-Seq,longread,Human,82,33203734,11/19/20,The Lipogenic Regulator Srebp2 Induces Transferrin In Circulating Melanoma Cells And Suppresses Ferroptosis.
GSE157829,10X Genomics,shortread,Human,34034,32954948,9/22/20,An Atlas Of Immune Cell Exhaustion In Hiv-Infected Individuals Revealed By Single-Cell Transcriptomics.
GSE158002,Smart-Seq,longread,Mouse,5728,33376219,12/31/20,Hypr-Seq: Single-Cell Quantification Of Chosen Rnas Via Hybridization And Sequencing Of Dna Probes.
GSE158055,10X Genomics,shortread,Human,1348702,,10/29/20,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients
GSE158724,10X Genomics,shortread,Human,106312,,1/20/21,Convergent evolution of resistance pathways during early stage breast cancer treatment with combination cell cycle (CDK) and endocrine inhibitors
GSE158866,10X Genomics,shortread,Mouse,53890,33208554,11/20/20,Single-Cell Omics Analysis Reveals Functional Diversification Of Hepatocytes During Liver Regeneration.
GSE159107,10X Genomics,shortread,Mouse;Human;Chicken,90457,33393903,1/5/21,A Cell Atlas Of The Chick Retina Based On Single-Cell Transcriptomics.
GSE159354,10X Genomics,shortread,Human,155470,33294861,12/10/20,Osteopontin Links Myeloid Activation And Disease Progression In Systemic Sclerosis.
GSE159599,10X Genomics,shortread,Unknown,10485,33197070,11/17/20,Characterization Of Sheep Spermatogenesis Through Single-Cell Rna Sequencing.
GSE159759,TruSeq,shortread,Human,3703,33665640,3/6/21,"Single-Cell Analysis Shows That Adipose Tissue Of Persons With Both Hiv And Diabetes Is Enriched For Clonal, Cytotoxic, And Cmv-Specific Cd4+ T Cells."
GSE159843,10X Genomics,shortread,Human,23222,33703914,3/12/21,Mir503Hg Loss Promotes Endothelial-To-Mesenchymal Transition In Vascular Disease.
GSE159929,10X Genomics,shortread,Human,78051,33287869,12/9/20,Single-Cell Transcriptome Profiling Of An Adult Human Cell Atlas Of 15 Major Organs.
GSE160251,10X Genomics,shortread,Human,24022,,11/12/20,Multi-Modal Profiling of Human Fetal Liver-Derived Hematopoietic Stem Cells Reveals the Molecular Signature of Engraftment Potential
GSE160384,10X Genomics,shortread,Chimpanzee,17798,33198269,11/18/20,"Methamphetamine Increases The Proportion Of Siv-Infected Microglia/Macrophages, Alters Metabolic Pathways, And Elevates Cell Death Pathways: A Single-Cell Analysis."
GSE160400,10X Genomics,shortread,Mouse,4339,33151910,11/6/20,Dynamic Single-Cell Rna Sequencing Identifies Immunotherapy Persister Cells Following Pd-1 Blockade.
GSE160536,10X Genomics,shortread,Human,13014,33168063,11/11/20,Single-Cell Transcriptome Conservation In A Comparative Analysis Of Fresh And Cryopreserved Human Skin Tissue: Pilot In Localized Scleroderma.
GSE160753,10X Genomics,shortread,Human,7750,33158814,11/8/20,Enhanced Efficacy Of Simultaneous Pd-1 And Pd-L1 Immune Checkpoint Blockade In High-Grade Serous Ovarian Cancer.
GSE160754,10X Genomics,shortread,Human,3752,33158814,11/8/20,Enhanced Efficacy Of Simultaneous Pd-1 And Pd-L1 Immune Checkpoint Blockade In High-Grade Serous Ovarian Cancer.
GSE160766,10X Genomics,shortread,Mouse,6470,33674303,3/7/21,Single-Cell Transcriptomic Analysis Of Mihc Images Via Antigen Mapping.
GSE161089,10X Genomics,shortread,Human,33699,32766588,8/9/20,Direct Exposure To Sars-Cov-2 And Cigarette Smoke Increases Infection Severity And Alters The Stem Cell-Derived Airway Repair Response.
GSE161617,10X Genomics,shortread,Human,2467,33453151,1/17/21,Single-Cell Analysis Of The Developing Human Testis Reveals Somatic Niche Cell Specification And Fetal Germline Stem Cell Establishment.
GSE161918,10X Genomics,shortread,Human,335569,33713619,4/1/21,Time-resolved systems immunology reveals a late juncture linked to fatal COVID-19
GSE161934,10X Genomics,shortread,Human,4675,33283287,12/8/20,An Organoid-Derived Bronchioalveolar Model For Sars-Cov-2 Infection Of Human Alveolar Type Ii-Like Cells.
GSE162025,10X Genomics,shortread,Human,9612,33531485,2/4/21,Tumour Heterogeneity And Intercellular Networks Of Nasopharyngeal Carcinoma At Single Cell Resolution.
GSE162121,Smart-Seq,longread,Drosphilia,3638,33555999,2/9/21,Single-Cell Transcriptomes Of Developing And Adult Olfactory Receptor Neurons In
GSE162621,10X Genomics,shortread,Mouse;Human,2569,33589525,2/17/21,Therapeutic Depletion Of Ccr8
GSE162692,10X Genomics,shortread,Human,14088,33646886,3/2/21,Strategies To Identify Mesenchymal Stromal Cells In Minimally Manipulated Human Bone Marrow Aspirate Concentrate Lack Consensus.
GSE162726,Drop-seq,shortread,Human,3013,31710321,11/12/19,Single-Cell Rna-Sequencing Of Migratory Breast Cancer Cells: Discovering Genes Associated With Cancer Metastasis.
GSE162806,10X Genomics,shortread,Mouse;Human,215042,33320841,12/16/20,A Road Map From Single-Cell Transcriptome To Patient Classification For The Immune Response To Trauma.
GSE162952,10X Genomics,shortread,Human,2952,33275120,12/5/20,Similarities Between Bovine And Human Germline Development Revealed By Single-Cell Rna Sequencing.
GSE163029,10X Genomics,shortread,Mouse,19423,33538002,2/5/21,Single-Cell Transcriptomes Of Mouse Bladder Urothelium Uncover Novel Cell Type Markers And Urothelial Differentiation Characteristics.
GSE163120,10X Genomics,shortread,Mouse;Human,154869,33782623,3/31/21,Single-Cell Profiling Of Myeloid Cells In Glioblastoma Across Species And Disease Stage Reveals Macrophage Competition And Specialization.
GSE163792,10X Genomics,shortread,Mouse;Human,567,33472597,1/22/21,Systematic Comparison Of High-Throughput Single-Cell Rna-Seq Methods For Immune Cell Profiling.
GSE164241,10X Genomics,shortread,Human,129229,34129837,6/14/21,Human oral mucosa cell atlas reveals a stromal-neutrophil axis regulating tissue immunity
GSE164378,10X Genomics,shortread,Human,157388,34062119,6/2/21,Integrated Analysis Of Multimodal Single-Cell Data.
GSE164898,10X Genomics,shortread,Human,40383,33763657,3/26/21,A Single-Cell Atlas Of The Healthy Breast Tissues Reveals Clinically Relevant Clusters Of Breast Epithelial Cells.
GSE165193,10X Genomics,shortread,Human,23764,33758834,3/25/21,Single-Cell Immunophenotyping Of The Fetal Immune Response To Maternal Sars-Cov-2 Infection In Late Gestation.
GSE165552,10X Genomics,shortread,Human,57991,33577798,2/13/21,Targeting Primary And Metastatic Uveal Melanoma With A G Protein Inhibitor.
GSE165555,10X Genomics,shortread,Mouse,68954,,2/16/21,Single-cell analysis of the ventricular-subventricular zone reveals signatures of dorsal and ventral adult neurogenic lineages
GSE165880,Smart-Seq,longread,Mouse,7579,,2/9/21,Single cell transcriptomic analysis reveals cellular diversity of murine esophageal epithelium and age-associated mitochondrial dysfunction
GSE165917,SCRB-seq,shortread,Mouse,446,33712605,3/14/21,Pgc1/Ppar Drive Cardiomyocyte Maturation At Single Cell Level Via Yap1 And Sf3B2.
GSE166452,10X Genomics,shortread,Mouse,3302,33587034,2/16/21,A Β-Catenin-Driven Switch In Tcf/Lef Transcription Factor Binding To Dna Target Sites Promotes Commitment Of Mammalian Nephron Progenitor Cells.
GSE166766,10X Genomics,shortread,Human,73013,33730024,3/18/21,"Single-Cell Longitudinal Analysis Of Sars-Cov-2 Infection In Human Airway Epithelium Identifies Target Cells, Alterations In Gene Expression, And Cell State Changes."
GSE171524,10X Genomics,shortread,Human,111627,33915568,4/30/21,A Molecular Single-Cell Lung Atlas Of Lethal Covid-19.
GSE52529,Fluidigm,longread,Human,317,24658644,3/25/14,The Dynamics And Regulators Of Cell Fate Decisions Are Revealed By Pseudotemporal Ordering Of Single Cells.
GSE54006,Unknown,shortread,Mouse,3494,24531970,2/18/14,Massively Parallel Single-Cell Rna-Seq For Marker-Free Decomposition Of Tissues Into Cell Types.
GSE54695,CEL-seq,shortread,Mouse,269,24747814,4/22/14,Validation Of Noise Models For Single-Cell Transcriptomics.
GSE57249,Smart-Seq,longread,Mouse,52,25096407,8/7/14,Cell Fate Inclination Within 2-Cell And 4-Cell Mouse Embryos Revealed By Single-Cell Rna Sequencing.
GSE57872,Smart-Seq,longread,Human,428,24925914,6/14/14,Single-Cell Rna-Seq Highlights Intratumoral Heterogeneity In Primary Glioblastoma.
GSE59129,Fluidigm,longread,Mouse;Human,47,25053437,7/24/14,Single Cell Dissection Of Early Kidney Development: Multilineage Priming.
GSE59130,Fluidigm,longread,Mouse;Human,53,25053437,7/24/14,Single Cell Dissection Of Early Kidney Development: Multilineage Priming.
GSE60297,Fluidigm,longread,Mouse,160,25224068,9/17/14,"Population And Single-Cell Genomics Reveal The Aire Dependency, Relief From Polycomb Silencing, And Distribution Of Self-Antigen Expression In Thymic Epithelia."
GSE60361,Fluidigm,longread,Mouse,2784,25700174,2/24/15,Brain Structure. Cell Types In The Mouse Cortex And Hippocampus Revealed By Single-Cell Rna-Seq.
GSE60768,BATSeq,shortread,Mouse,103,26040288,6/5/15,Single-Cell Polyadenylation Site Mapping Reveals 3' Isoform Choice Variability.
GSE60781,Nextera XT,shortread,Mouse,239,26054720,6/10/15,Identification Of Cdc1- And Cdc2-Committed Dc Progenitors Reveals Early Lineage Priming At The Common Dc Progenitor Stage In The Bone Marrow.
GSE61288,Unknown,shortread,Mouse,31,26000486,5/23/15,Single-Cell Transcriptome Analyses Reveal Signals To Activate Dormant Neural Stem Cells.
GSE63472,Nextera XT,shortread,Mouse;Human,45319,26000488,5/23/15,Highly Parallel Genome-Wide Expression Profiling Of Individual Cells Using Nanoliter Droplets.
GSE63576,AMBION AM1560,shortread,Mouse,190,26691752,12/23/15,Somatosensory Neuron Types Identified By High-Coverage Single-Cell Rna-Sequencing And Functional Heterogeneity.
GSE64016,Fluidigm,longread,Human,428,26301841,8/25/15,Oscope Identifies Oscillatory Genes In Unsynchronized Single-Cell Rna-Seq Experiments.
GSE65529,Nextera XT,shortread,Mouse,87,26343579,9/8/15,Pathogen Cell-To-Cell Variability Drives Heterogeneity In Host Immune Responses.
GSE65924,Nextera XT,shortread,Mouse,62,27003939,3/24/16,Spatial Transcriptome For The Molecular Annotation Of Lineage Fates And Cell Identity In Mid-Gastrula Mouse Embryo.
GSE66688,Nextera XT,shortread,Zebrafish,1050,25867923,4/14/15,Spatial Reconstruction Of Single-Cell Gene Expression Data.
GSE67310,Fluidigm,longread,Mouse,382,27281220,6/10/16,Dissecting Direct Reprogramming From Fibroblast To Neuron Using Single-Cell Rna-Seq.
GSE67602,Fluidigm,longread,Mouse,1293,27641957,9/20/16,Single-Cell Transcriptomics Reveals That Differentiation And Spatial Signatures Shape Epidermal And Hair Follicle Heterogeneity.
GSE67833,Nextera XT,longread,Mouse,212,26235341,8/4/15,Single-Cell Transcriptomics Reveals A Population Of Dormant Neural Stem Cells That Become Activated Upon Brain Injury.
GSE67980,Unknown,shortread,Mouse;Human,162,26383955,9/19/15,Rna-Seq Of Single Prostate Ctcs Implicates Noncanonical Wnt Signaling In Antiandrogen Resistance.
GSE69405,Fluidigm,longread,Human,157,26084335,6/19/15,Single-Cell Mrna Sequencing Identifies Subclonal Heterogeneity In Anti-Cancer Drug Responses Of Lung Adenocarcinoma Cells.
GSE70236,Fluidigm,longread,Mouse,89,27580035,9/1/16,Single-Cell Analysis Of Mixed-Lineage States Leading To A Binary Cell Fate Choice.
GSE70239,Fluidigm,longread,Mouse,76,27580035,9/1/16,Single-Cell Analysis Of Mixed-Lineage States Leading To A Binary Cell Fate Choice.
GSE70240,Fluidigm,longread,Mouse,129,27580035,9/1/16,Single-Cell Analysis Of Mixed-Lineage States Leading To A Binary Cell Fate Choice.
GSE70241,Fluidigm,longread,Mouse,32,27580035,9/1/16,Single-Cell Analysis Of Mixed-Lineage States Leading To A Binary Cell Fate Choice.
GSE70242,Fluidigm,longread,Mouse,60,27580035,9/1/16,Single-Cell Analysis Of Mixed-Lineage States Leading To A Binary Cell Fate Choice.
GSE70243,Fluidigm,longread,Mouse,63,27580035,9/1/16,Single-Cell Analysis Of Mixed-Lineage States Leading To A Binary Cell Fate Choice.
GSE70244,Fluidigm,longread,Mouse,93,27580035,9/1/16,Single-Cell Analysis Of Mixed-Lineage States Leading To A Binary Cell Fate Choice.
GSE70630,Smart-Seq,longread,Human,4113,27806376,11/5/16,Single-Cell Rna-Seq Supports A Developmental Hierarchy In Human Oligodendroglioma.
GSE70657,Fluidigm,longread,Mouse,128,27009448,3/25/16,Single-Cell Rna Sequencing Reveals Molecular And Functional Platelet Bias Of Aged Haematopoietic Stem Cells.
GSE70798,Unknown,shortread,Mouse,192,26237550,8/4/15,Aire Controls Gene Expression In The Thymic Epithelium With Ordered Stochasticity.
GSE71315,Fluidigm,longread,Human,255,27081004,4/16/16,Single-Cell Analysis Of Long Non-Coding Rnas In The Developing Human Neocortex.
GSE71453,Smart-Seq,longread,Mouse;Human,100,27558660,8/26/16,Single-Cell Rna-Seq Reveals Distinct Injury Responses In Different Types Of Drg Sensory Neurons.
GSE71982,Fluidigm,longread,Mouse,298,26469390,10/16/15,Single-Cell Rna-Seq Resolves Cellular Complexity In Sensory Organs From The Neonatal Inner Ear.
GSE72056,Smart-Seq,longread,Human,4523,27124452,4/29/16,Dissecting The Multicellular Ecosystem Of Metastatic Melanoma By Single-Cell Rna-Seq.
GSE72857,MARS-seq,shortread,Mouse,8372,26627738,12/3/15,Transcriptional Heterogeneity And Lineage Commitment In Myeloid Progenitors.
GSE74207,Fluidigm,longread,Human,55,27263970,6/7/16,A Primate Lncrna Mediates Notch Signaling During Neuronal Development By Sequestering Mirna.
GSE74534,Nextera XT,shortread,Mouse,57,26752769,1/12/16,Parallel Single-Cell Sequencing Links Transcriptional And Epigenetic Heterogeneity.
GSE74923,Smart-Seq,longread,Mouse,181,26732280,1/7/16,A Microfluidic Platform Enabling Single-Cell Rna-Seq Of Multigenerational Lineages.
GSE75140,Fluidigm,longread,Human,703,26644564,12/9/15,Human Cerebral Organoids Recapitulate Gene Expression Programs Of Fetal Neocortex Development.
GSE75330,Fluidigm,longread,Mouse,4740,27284195,6/11/16,Oligodendrocyte Heterogeneity In The Mouse Juvenile And Adult Central Nervous System.
GSE75367,Nextera XT,shortread,Human,72,27556950,8/25/16,Her2 Expression Identifies Dynamic Functional States Within Circulating Breast Cancer Cells.
GSE75386,Nextera XT,shortread,Mouse,100,27531958,8/18/16,Single-Cell Rnaseq Reveals Cell Adhesion Molecule Profiles In Electrophysiologically Defined Neurons.
GSE75413,TruSeq,shortread,Mouse,85,26541607,11/7/15,Single-Cell Transcriptomics Reveals Receptor Transformations During Olfactory Neurogenesis.
GSE75688,Fluidigm,longread,Human,268,28474673,5/6/17,Single-Cell Rna-Seq Enables Comprehensive Tumour And Immune Cell Profiling In Primary Breast Cancer.
GSE75790,CEL-seq,longread,Mouse;Human,554,28212749,2/19/17,Comparative Analysis Of Single-Cell Rna Sequencing Methods.
GSE75804,Fluidigm,longread,Mouse,92,26804902,1/26/16,Serum-Based Culture Conditions Provoke Gene Expression Variability In Mouse Embryonic Stem Cells As Revealed By Single-Cell Analysis.
GSE76005,Clontech SMRTr,shortread,Mouse,58,26780092,1/19/16,Characterizing Transcriptional Heterogeneity Through Pathway And Gene Set Overdispersion Analysis.
GSE76157,Nextera XT,shortread,Mouse,198,27160914,5/11/16,Systematic Reconstruction Of Molecular Cascades Regulating Gp Development Using Single-Cell Rna-Seq.
GSE76312,Fluidigm,longread,Human,2120,28504724,5/16/17,Single-Cell Transcriptomics Uncovers Distinct Molecular Signatures Of Stem Cells In Chronic Myeloid Leukemia.
GSE76483,Unknown,shortread,Mouse;Human,153,27150361,5/7/16,Simultaneous Profiling Of Transcriptome And Dna Methylome From A Single Cell.
GSE77740,Fluidigm,longread,Mouse,138,27811054,11/5/16,Progressive Alterations In Multipotent Hematopoietic Progenitors Underlie Lymphoid Cell Loss In Aging.
GSE77847,Fluidigm,longread,Mouse;Human,87,27016502,3/27/16,"Dnmt3A Haploinsufficiency Transforms Flt3Itd Myeloproliferative Disease Into A Rapid, Spontaneous, And Fully Penetrant Acute Myeloid Leukemia."
GSE77980,Fluidigm,longread,Mouse,561,26951663,3/10/16,Use Of The Fluidigm C1 Platform For Rna Sequencing Of Single Mouse Pancreatic Islet Cells.
GSE78779,CEL-seq,longread,Mouse,89,27121950,4/29/16,Cel-Seq2: Sensitive Highly-Multiplexed Single-Cell Rna-Seq.
GSE78907,Fluidigm,longread,Mouse,43,27580035,9/1/16,Single-Cell Analysis Of Mixed-Lineage States Leading To A Binary Cell Fate Choice.
GSE79280,Smart-Seq,longread,Mouse;Human,98,29760424,5/16/18,Parental Haplotype-Specific Single-Cell Transcriptomics Reveal Incomplete Epigenetic Reprogramming In Human Female Germ Cells.
GSE79363,Smart-Seq,longread,Mouse,55,27841856,11/15/16,Single-Cell Rna-Seq Ties Macrophage Polarization To Growth Rate Of Intracellular Salmonella.
GSE79818,MARS-seq,shortread,Mouse,2826,27338705,6/25/16,Microglia Development Follows A Stepwise Program To Regulate Brain Homeostasis.
GSE80032,Smart-Seq,longread,Mouse,100,27923766,12/8/16,Single-Cell Analysis Uncovers Clonal Acinar Cell Heterogeneity In The Adult Pancreas.
GSE81076,CEL-seq,shortread,Mouse;Human,1414,27345837,6/28/16,De Novo Prediction Of Stem Cell Identity Using Single-Cell Transcriptome Data.
GSE81547,Nextera XT,shortread,Human,3616,28965763,10/3/17,Single-Cell Analysis Of Human Pancreas Reveals Transcriptional Signatures Of Aging And Somatic Mutation Patterns.
GSE81682,Nextera XT,shortread,Mouse,1738,27365425,7/2/16,A Single-Cell Resolution Map Of Mouse Hematopoietic Stem And Progenitor Cell Differentiation.
GSE81812,Smart-Seq,longread,Human,157,31638164,10/23/19,Population And Single‑Cell Transcriptome Analyses Reveal Diverse Transcriptional Changes Associated With Radioresistance In Esophageal Squamous Cell Carcinoma.
GSE82187,Clontech SMRTr,longread,Mouse,1128,27425622,7/19/16,Cellular Taxonomy Of The Mouse Striatum As Revealed By Single-Cell Rna-Seq.
GSE83139,Fluidigm,longread,Human,635,27364731,7/2/16,Single-Cell Transcriptomics Of The Human Endocrine Pancreas.
GSE84133,CEL-seq,shortread,Mouse;Human,7146,27667365,10/28/16,A Single-Cell Transcriptomic Map Of The Human And Mouse Pancreas Reveals Inter- And Intra-Cell Population Structure.
GSE84465,Smart-Seq,longread,Human,3362,29091775,11/2/17,Single-Cell Rna-Seq Analysis Of Infiltrating Neoplastic Cells At The Migrating Front Of Human Glioblastoma.
GSE84498,MARS-seq,shortread,Mouse,1644,28166538,2/7/17,Single-Cell Spatial Reconstruction Reveals Global Division Of Labour In The Mammalian Liver.
GSE85152,MARS-seq,shortread,Mouse,2020,27545347,8/23/16,The Spectrum And Regulatory Landscape Of Intestinal Innate Lymphoid Cells Are Shaped By The Microbiome.
GSE85234,Nextera XT,shortread,Mouse,63,29187729,12/1/17,Inference Of Differentiation Time For Single Cell Transcriptomes Using Cell Population Reference Data.
GSE85241,CEL-seq,shortread,Human,2434,27693023,10/28/16,A Single-Cell Transcriptome Atlas Of The Human Pancreas.
GSE85527,Fluidigm,longread,Human,202,28664195,7/1/17,Partial Exhaustion Of Cd8 T Cells And Clinical Response To Teplizumab In New-Onset Type 1 Diabetes.
GSE85534,Nextera XT,longread,Mouse;Human,719,28249587,3/3/17,Single-Cell Transcriptome Conservation In Cryopreserved Cells And Tissues.
GSE85875,CEL-seq,shortread,Mouse,235,28135720,1/31/17,Identity And Dynamics Of Mammary Stem Cells During Branching Morphogenesis.
GSE86153,Nextera XT,shortread,Human,78488,28445462,4/27/17,Cell Diversity And Network Dynamics In Photosensitive Human Brain Organoids.
GSE86310,Fluidigm,longread,Mouse,71,28431249,4/22/17,Macrophages Facilitate Electrical Conduction In The Heart.
GSE86469,Nextera XT,shortread,Human,533,27864352,11/20/16,Single-Cell Transcriptomes Identify Human Islet Cell Signatures And Reveal Cell-Type-Specific Expression Changes In Type 2 Diabetes.
GSE86618,Fluidigm,longread,Human,373,27942595,12/13/16,Single-Cell Rna Sequencing Identifies Diverse Roles Of Epithelial Cells In Idiopathic Pulmonary Fibrosis.
GSE87375,Smart-Seq,longread,Mouse,867,28467935,5/4/17,Deciphering Pancreatic Islet Β Cell And Α Cell Maturation Pathways And Characteristic Features At The Single-Cell Level.
GSE87527,Smart-Seq,longread,Mouse;Chicken,363,27863245,11/20/16,Epigenetic Memory Underlies Cell-Autonomous Heterogeneous Behavior Of Hematopoietic Stem Cells.
GSE87544,Drop-seq,shortread,Mouse,1165,28355573,3/30/17,Single-Cell Rna-Seq Reveals Hypothalamic Cell Diversity.
GSE87849,Fluidigm,longread,Human,395,28061811,1/8/17,The Nature And Nurture Of Cell Heterogeneity: Accounting For Macrophage Gene-Environment Interactions With Single-Cell Rna-Seq.
GSE89232,Smart-Seq,longread,Human,903,27864467,11/20/16,Human Dendritic Cells (Dcs) Are Derived From Distinct Circulating Precursors That Are Precommitted To Become Cd1C+ Or Cd141+ Dcs.
GSE89236,Fluidigm,longread,Human,80,27940562,12/13/16,A Cost Effective 5΄ Selective Single Cell Transcriptome Profiling Approach With Improved Umi Design.
GSE89237,Fluidigm,longread,Human,79,27940562,12/13/16,A Cost Effective 5΄ Selective Single Cell Transcriptome Profiling Approach With Improved Umi Design.
GSE89497,Smart-Seq,longread,Mouse;Human,1498,30042384,7/26/18,Single-Cell Rna-Seq Reveals The Diversity Of Trophoblast Subtypes And Patterns Of Differentiation In The Human Placenta.
GSE89567,Smart-Seq,longread,Human,5994,28360267,4/1/17,"Decoupling Genetics, Lineages, And Microenvironment In Idh-Mutant Gliomas By Single-Cell Rna-Seq."
GSE89910,Nextera XT,shortread,Chicken,165,29678445,4/22/18,Spatial Patterns Of Gene Expression Are Unveiled In The Chick Primitive Streak By Ordering Single-Cell Transcriptomes.
GSE90546,10X Genomics,shortread,Human,19020,27984733,12/17/16,A Multiplexed Single-Cell Crispr Screening Platform Enables Systematic Dissection Of The Unfolded Protein Response.
GSE90856,Nextera XT,longread,Mouse,363,28285904,3/14/17,Mex3A Marks A Slowly Dividing Subpopulation Of Lgr5+ Intestinal Stem Cells.
GSE90860,Fluidigm,longread,Mouse,207,28134272,1/31/17,Transcriptomic And Anatomic Parcellation Of 5-Ht
GSE92522,TruSeq,shortread,Mouse,551,28942923,9/26/17,Transcriptional Architecture Of Synaptic Communication Delineates Gabaergic Neuron Identity.
GSE92707,Smart-Seq,longread,Mouse,157,28462073,5/4/17,Heterogeneity Of Hypothalamic Pro-Opiomelanocortin-Expressing Neurons Revealed By Single-Cell Rna Sequencing.
GSE92842,Fluidigm,longread,Mouse,379,29174332,11/28/17,Injury Induces Endogenous Reprogramming And Dedifferentiation Of Neuronal Progenitors To Multipotency.
GSE92872,Nextera XT,shortread,Mouse;Human,80,28099430,1/19/17,Pooled Crispr Screening With Single-Cell Transcriptome Readout.
GSE93321,Smart-Seq,longread,Human,157,28445465,4/27/17,Assembly Of Functionally Integrated Human Forebrain Spheroids.
GSE93374,Nextera XT,shortread,Mouse,20251,28166221,2/7/17,A Molecular Census Of Arcuate Hypothalamus And Median Eminence Cell Types.
GSE93524,Fluidigm,longread,Mouse,50,28826820,8/23/17,Antagonistic Activities Of Sox2 And Brachyury Control The Fate Choice Of Neuro-Mesodermal Progenitors.
GSE93593,Smart-Seq,longread,Human,1619,28279351,3/11/17,Single-Cell Profiling Of An In Vitro Model Of Human Interneuron Development Reveals Temporal Dynamics Of Cell Type Production And Maturation.
GSE93811,BD Resolve,shortread,Human,11280,28445465,4/27/17,Assembly Of Functionally Integrated Human Forebrain Spheroids.
GSE94333,Nextera XT,shortread,Mouse,34867,28851704,8/31/17,Psychrophilic Proteases Dramatically Reduce Single-Cell Rna-Seq Artifacts: A Molecular Atlas Of Kidney Development.
GSE94383,Fluidigm,longread,Mouse,461,28396000,4/12/17,Measuring Signaling And Rna-Seq In The Same Cell Links Gene Expression To Dynamic Patterns Of Nf-Κb Activation.
GSE95194,Fluidigm,longread,Mouse,1857,30078729,8/7/18,Transcriptional Convergence Of Oligodendrocyte Lineage Progenitors During Development.
GSE95432,Fluidigm,longread,Mouse,176,29158510,11/22/17,Construction Of Developmental Lineage Relationships In The Mouse Mammary Gland By Single-Cell Rna Profiling.
GSE95445,Fluidigm,longread,Mouse,395,29158510,11/22/17,Construction Of Developmental Lineage Relationships In The Mouse Mammary Gland By Single-Cell Rna Profiling.
GSE95446,Fluidigm,longread,Human,158,30270042,10/3/18,Structural Remodeling Of The Human Colonic Mesenchyme In Inflammatory Bowel Disease.
GSE95448,Fluidigm,longread,Mouse,284,29158510,11/22/17,Construction Of Developmental Lineage Relationships In The Mouse Mammary Gland By Single-Cell Rna Profiling.
GSE95450,Fluidigm,longread,Human,106,30270042,10/3/18,Structural Remodeling Of The Human Colonic Mesenchyme In Inflammatory Bowel Disease.
